pueblos, centrales, tiempo
9400, 940, 580000
9400, 970, 570000
9400, 1000, 570000
9500, 100, 580000
9500, 130, 590000
9500, 160, 580000
9500, 190, 590000
9500, 220, 590000
9500, 250, 590000
9500, 280, 620000
9500, 310, 580000
9500, 340, 600000
9500, 370, 590000
9500, 400, 590000
9500, 430, 580000
9500, 460, 590000
9500, 490, 590000
9500, 520, 580000
9500, 550, 580000
9500, 580, 590000
9500, 610, 570000
9500, 640, 570000
9500, 670, 580000
9500, 700, 580000
9500, 730, 570000
9500, 760, 590000
9500, 790, 580000
9500, 820, 580000
9500, 850, 590000
9500, 880, 570000
9500, 910, 580000
9500, 940, 570000
9500, 970, 600000
9500, 1000, 580000
9600, 100, 600000
9600, 130, 600000
9600, 160, 590000
9600, 190, 610000
9600, 220, 620000
9600, 250, 590000
9600, 280, 590000
9600, 310, 590000
9600, 340, 590000
9600, 370, 590000
9600, 400, 590000
9600, 430, 600000
9600, 460, 590000
9600, 490, 580000
9600, 520, 590000
9600, 550, 580000
9600, 580, 580000
9600, 610, 600000
9600, 640, 590000
9600, 670, 590000
9600, 700, 590000
9600, 730, 590000
9600, 760, 610000
9600, 790, 590000
9600, 820, 600000
9600, 850, 590000
9600, 880, 600000
9600, 910, 580000
9600, 940, 590000
9600, 970, 580000
9600, 1000, 590000
9700, 100, 610000
9700, 130, 610000
9700, 160, 600000
9700, 190, 600000
9700, 220, 610000
9700, 250, 600000
9700, 280, 630000
9700, 310, 600000
9700, 340, 610000
9700, 370, 610000
9700, 400, 600000
9700, 430, 600000
9700, 460, 620000
9700, 490, 620000
9700, 520, 610000
9700, 550, 600000
9700, 580, 600000
9700, 610, 600000
9700, 640, 610000
9700, 670, 610000
9700, 700, 620000
9700, 730, 610000
9700, 760, 610000
9700, 790, 610000
9700, 820, 610000
9700, 850, 610000
9700, 880, 610000
9700, 910, 600000
9700, 940, 620000
9700, 970, 610000
9700, 1000, 600000
9800, 100, 610000
9800, 130, 630000
9800, 160, 630000
9800, 190, 630000
9800, 220, 620000
9800, 250, 630000
9800, 280, 640000
9800, 310, 660000
9800, 340, 640000
9800, 370, 850000
9800, 400, 790000
9800, 430, 870000
9800, 460, 720000
9800, 490, 650000
9800, 520, 620000
9800, 550, 630000
9800, 580, 620000
9800, 610, 630000
9800, 640, 630000
9800, 670, 640000
9800, 700, 640000
9800, 730, 650000
9800, 760, 740000
9800, 790, 610000
9800, 820, 610000
9800, 850, 620000
9800, 880, 620000
9800, 910, 630000
9800, 940, 630000
9800, 970, 620000
9800, 1000, 620000
9900, 100, 630000
9900, 130, 640000
9900, 160, 650000
9900, 190, 620000
9900, 220, 650000
9900, 250, 680000
9900, 280, 640000
9900, 310, 640000
9900, 340, 620000
9900, 370, 620000
9900, 400, 640000
9900, 430, 630000
9900, 460, 630000
9900, 490, 630000
9900, 520, 630000
9900, 550, 650000
9900, 580, 650000
9900, 610, 650000
9900, 640, 620000
9900, 670, 630000
9900, 700, 630000
9900, 730, 630000
9900, 760, 640000
9900, 790, 620000
9900, 820, 640000
9900, 850, 650000
9900, 880, 630000
9900, 910, 630000
9900, 940, 630000
9900, 970, 630000
9900, 1000, 630000
10000, 100, 640000
10000, 130, 650000
10000, 160, 630000
10000, 190, 630000
10000, 220, 660000
10000, 250, 650000
10000, 280, 630000
10000, 310, 630000
10000, 340, 660000
10000, 370, 660000
10000, 400, 730000
10000, 430, 650000
10000, 460, 700000
10000, 490, 730000
10000, 520, 730000
10000, 550, 940000
10000, 580, 720000
10000, 610, 730000
10000, 640, 800000
10000, 670, 690000
10000, 700, 650000
10000, 730, 650000
10000, 760, 640000
10000, 790, 650000
10000, 820, 660000
10000, 850, 650000
10000, 880, 710000
10000, 910, 660000
10000, 940, 660000
10000, 970, 660000
10000, 1000, 670000
